,UNI_TYP_left,UNI_MAJ_left,UNI_IMD,ORGID,ORGID_NUM,SCHNAME,ADDRESS,CITY,ZIP,SCH_TYPE,SCH_TYPE1,SCH_TYPE2,SCH_LEVEL,GRADE,CLASS,SDNUM,SDNAME,CTYNUM,FIPSNUM,CTYNAME,MAGNET,DATE_ENTRY,FED_SCHNUM,ALT_NAME,WEB_URL,YEAR,geometry,Unnamed: 0,School Name,Demographic Description,Ending Status,Four Year Percent,Four Year Total,Physical Line 1,Physical City,Physical State,Physical Zip,Consistent Attendance,index_right,SECSCHOOL,STATE,BLOCKGROUP,BLOCK,TRACT,MCD,SUBMCD,PLACE,UNI_MAJ_right,UNI_TYP_right,UNI_NAM,HIGH_NAME,MIDD_NAME,ELEM_NAME,POPULATION
463,07,4080,010,074080010000,74080010000.0,Pillager Area Charter,12763 COUNTY RD 1,PILLAGER,56473,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,116,Pillager,11,21,Cass,NO,9/26/2007,270019103144.0,,http://www.pillagercharter.org,SY2018-19,POINT (385652.0451999996 5133090.6073),2053,PILLAGER AREA CHARTER SCHOOL,All Students,Graduate,20.0,10,12763 County Rd 1,Pillager,MN,56473-0130,23.68,207501,,27,270219608023,270219608023171,27021960802,2702163958,,,0116,01,Pillager,PILLAGER,PILLAGER,PILLAGER,16
464,07,4026,010,074026010000,74026010000.0,E.C.H.O. Charter,101 ROCKET AVE,ECHO,56237,PUBLIC,CHARTER,ELEM-SEC COMBINED,SCHOOL,KG-12,40,2190,Yellow Medicine East,87,173,Yellow Medicine,NO,9/24/2007,270013902718.0,,http://echo.charter.k12.mn.us,SY2018-19,POINT (308792.4466000004 4943316.297700001),1997,E.C.H.O. CHARTER SCHOOL,All Students,Graduate,92.86,14,101 Rocket Ave,Echo,MN,56237-0158,74.27,40791,,27,271739704003,271739704003012,27173970400,2717317900,,2717900,2190,01,Yellow Medicine East,YELLOW MEDICINE EAST,YELLOW MEDICINE EAST,BERT RANEY,0
465,07,4066,010,074066010000,74066010000.0,Kato Public Charter,110 N 6TH ST,MANKATO,56001,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,77,Mankato,7,13,Blue Earth,NO,10/9/2007,270022603471.0,,http://www.riverbendacademy.com,SY2018-19,POINT (420355.7315999996 4890650.222999999),2041,KATO PUBLIC CHARTER SCHOOL,All Students,Graduate,50.0,12,110 N 6th St,Mankato,MN,56001-5312,63.95,101548,,27,270131706002,270131706002006,27013170600,2701339878,,2739878,0077,01,Mankato,MANKATO WEST,PRAIRIE WINDS,WASHINGTON,0
465,07,4066,010,074066010000,74066010000.0,Kato Public Charter,110 N 6TH ST,MANKATO,56001,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,77,Mankato,7,13,Blue Earth,NO,10/9/2007,270022603471.0,,http://www.riverbendacademy.com,SY2018-19,POINT (420355.7315999996 4890650.222999999),2041,KATO PUBLIC CHARTER SCHOOL,All Students,Graduate,50.0,12,110 N 6th St,Mankato,MN,56001-5312,63.95,101548,,27,270131706002,270131706002006,27013170600,2701339878,,2739878,0077,01,Mankato,MANKATO WEST,PRAIRIE WINDS,FRANKLIN,0
466,07,4091,010,074091010000,74091010000.0,Arcadia Charter,1719 CANNON RD,NORTHFIELD,55057,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,659,Northfield,66,131,Rice,NO,9/24/2007,270035504151.0,,http://www.arcadiacharterschool.org,SY2018-19,POINT (485164.9908999996 4920754.671),2073,ARCADIA CHARTER SCHOOL,All Students,Graduate,100.0,17,1719 Cannon Rd,Northfield,MN,55057,83.00333333,140990,,27,271310706021,271310706021007,27131070602,2713146924,,2746924,0659,01,Northfield,NORTHFIELD,NORTHFIELD,BRIDGEWATER,8
467,07,4081,010,074081010000,74081010000.0,Discovery Public School Faribault,126 NW 8TH ST,FARIBAULT,55021,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,656,Faribault,66,131,Rice,NO,9/24/2007,270019203145.0,,http://www.isd4081.org,SY2018-19,POINT (478372.2577 4905173.268100001),2057,DISCOVERY PUBLIC SCHOOL FARIBAULT,All Students,Graduate,63.64,11,126 NW 8th St,Faribault,MN,55021,47.48,140193,,27,271310707002,271310707002034,27131070700,2713120546,,2720546,0656,01,Faribault,FARIBAULT,FARIBAULT,LINCOLN,38
468,07,4056,010,074056010000,74056010000.0,Rosa Parks Charter,2450 MARION ROAD SE,ROCHESTER,55901,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,535,Rochester,55,109,Olmsted,NO,10/2018,270018003048.0,,http://www.rocchs.org/,SY2018-19,POINT (547721.2846999997 4870514.1074),2029,ROSA PARKS CHARTER HIGH SCHOOL,All Students,Graduate,27.78,36,2450 Marion Road SE,Rochester,MN,55904,12.45,87748,,27,271090009014,271090009014003,27109000901,2710954880,,2754880,0535,01,Rochester,MAYO,WILLOW CREEK,PINEWOOD,73
469,07,4007,010,074007010000,74007010000.0,Minnesota New Country,210 MAIN ST,HENDERSON,56044,PUBLIC,CHARTER,HIGH,SCHOOL,7-12,33,2397,Le Sueur-Henderson,72,143,Sibley,NO,9/24/2007,270009202487.0,,http://www.newcountryschool.com,SY2018-19,POINT (428214.3935000002 4931027.115800001),1965,MINNESOTA NEW COUNTRY SCHOOL,All Students,Graduate,63.64,22,210 Main St,Henderson,MN,56044-0488,64.87,103604,,27,271431701982,271431701982031,27143170198,2714328394,,2728394,2397,01,Le Sueur-Henderson,LE SUEUR-HENDERSON,,PARK & HILLTOP,2
470,07,4151,010,074151010000,74151010000.0,Edvisions Off Campus High,501 MAIN ST,HENDERSON,56044,PUBLIC,CHARTER,HIGH,SCHOOL,7-12,46,2397,Le Sueur-Henderson,72,143,Sibley,NO,9/24/2007,270026103319.0,,http://www.edvisionshighschool.com,SY2018-19,POINT (427905.2231999999 4930919.694800001),2177,EDVISIONS OFF CAMPUS SCHOOL,All Students,Graduate,51.72,29,501 Main St,Henderson,MN,56044,82.64,98841,,27,271431701982,271431701982044,27143170198,2714328394,,2728394,2397,01,Le Sueur-Henderson,LE SUEUR-HENDERSON,,PARK & HILLTOP,9
471,07,4085,010,074085010000,74085010000.0,Harbor City International,332 W MICHIGAN STREET STE 300,DULUTH,55802,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,709,Duluth,69,137,St. Louis,NO,9/25/2007,270020903270.0,,http://harborcityschool.org,SY2018-19,POINT (568560.9559000004 5181451.6074),2065,HARBOR CITY INTERNATIONAL CHARTER,All Students,Graduate,83.72,43,332 W Michigan Street Ste 300,Duluth,MN,55802-1610,79.67,253432,,27,271370019002,271370019002035,27137001900,2713717000,,2717000,0709,01,Duluth,DENFELD,LINCOLN PARK,MYERS-WILKINS,55
472,07,4160,010,074160010000,74160010000.0,Spectrum High,17796 INDUSTRIAL CIRCLE NW,ELK RIVER,55330,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,33,728,Elk River,71,141,Sherburne,NO,8/2014,270027603615.0,,http://www.spectrumhighschool.org,SY2018-19,POINT (456788.5997000001 5015699.7008),2181,SPECTRUM HIGH SCHOOL,All Students,Graduate,92.31,52,17796 Industrial Circle NW,Elk River,MN,55330-4754,93.33,130769,,27,271410305022,271410305022071,27141030502,2714118674,,2718674,0728,01,Elk River,ELK RIVER,VANDENBERG,LINCOLN,7
473,01,2853,040,012853040000,12853040000.0,Lac Qui Parle Valley High,2860 291ST AVE,MADISON,56256,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2853,Lac qui Parle Valley,37,73,Lac Qui Parle,NO,4/13/2007,270012502260.0,,http://www.lqpv.org,SY2018-19,POINT (259120.9983999999 4995637),1881,LAC QUI PARLE VALLEY SECONDARY,All Students,Graduate,94.12,51,2860 291st Ave,Madison,MN,56256-9631,80.94,40447,,27,270731801001,270731801001107,27073180100,2707327044,,,2853,01,Lac qui Parle Valley,LqPV,LqPV,APPLETON/MILAN,0
473,01,2853,040,012853040000,12853040000.0,Lac Qui Parle Valley High,2860 291ST AVE,MADISON,56256,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2853,Lac qui Parle Valley,37,73,Lac Qui Parle,NO,4/13/2007,270012502260.0,,http://www.lqpv.org,SY2018-19,POINT (259120.9983999999 4995637),1881,LAC QUI PARLE VALLEY SECONDARY,All Students,Graduate,94.12,51,2860 291st Ave,Madison,MN,56256-9631,80.94,40447,,27,270731801001,270731801001107,27073180100,2707327044,,,2853,01,Lac qui Parle Valley,LqPV,LqPV,MMN,0
474,07,4049,010,074049010000,74049010000.0,Northwest Passage High,11345 ROBINSON DR NW,COON RAPIDS,55443,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,33,11,Anoka-Hennepin,2,3,Anoka,NO,7/17/2008,270017303041.0,,http://www.nwphs.org,SY2018-19,POINT (475790.0071999999 5002712.962300001),2021,NORTHWEST PASSAGE HIGH SCHOOL,All Students,Graduate,36.36,44,11345 Robinson Dr NW,Coon Rapids,MN,55443-3777,37.91,174435,,27,270030506081,270030506081009,27003050608,2700313114,,2713114,0011,01,Anoka-Hennepin,COON RAPIDS,COON RAPIDS,HAMILTON,9
475,07,4008,030,074008030000,74008030000.0,PACT Charter Secondary,7250 E RAMSEY PKWY,RAMSEY,55303,PUBLIC,CHARTER,HIGH,SCHOOL,7-12,33,11,Anoka-Hennepin,2,3,Anoka,NO,9/26/2007,270009303030.0,,http://www.pact.charter.k12.mn.us,SY2018-19,POINT (464585.9112999998 5009014.7162),1969,PACT CHARTER SECONDARY,All Students,Graduate,96.15,52,7250 E Ramsey Pkwy,Ramsey,MN,55303,93.43,91185,,27,270030502281,270030502281046,27003050228,2700353026,,2753026,0011,01,Anoka-Hennepin,ANOKA,ANOKA MIDDLE SCHOOL FOR THE ARTS,RAMSEY,0
476,07,4122,010,074122010000,74122010000.0,Eagle Ridge Academy Upper,7255 FLYING CLOUD DR,EDEN PRAIRIE,55344,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,272,Eden Prairie,27,53,Hennepin,NO,9/24/2007,270036404108.0,,http://www.eagleridgeacademy.org,SY2018-19,POINT (467507.8097000001 4969126.1339),2153,EAGLE RIDGE ACADEMY CHARTER SCHOOL,All Students,Graduate,94.12,51,7255 Flying Cloud Dr,Eden Prairie,MN,55344,90.28,117948,,27,270530260071,270530260071050,27053026007,2705318116,,2718116,0272,01,Eden Prairie,EDEN PRAIRIE,CENTRAL,FOREST HILLS,264
477,07,4095,010,074095010000,74095010000.0,TRIO Wolf Creek,10363 LIBERTY LN,CHISAGO CITY,55013,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,46,2144,Chisago Lakes,13,25,Chisago,NO,9/27/2007,270023502689.0,,http://www.triowolfcreek.com,SY2018-19,POINT (508130.2668000003 5024851.9175),2085,TRIO WOLF CREEK DISTANCE LEARNING,All Students,Graduate,45.33,75,10363 Liberty Ln,Chisago City,MN,55013,100.0,178764,,27,270251105023,270251105023005,27025110502,2702511350,,2711350,2144,01,Chisago Lakes,CHISAGO LAKES,CHISAGO LAKES,CHISAGO LAKES & LAKESIDE,0
478,07,4104,010,074104010000,74104010000.0,Paladin Academy,308 NORTHTOWN DR,BLAINE,55434,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,16,Spring Lake Park,2,3,Anoka,NO,9/25/2007,270034304133.0,,http://www.paladinacademy.us,SY2018-19,POINT (479543.0979000004 4997190.289000001),2113,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,All Students,Graduate,29.03,62,308 Northtown Dr,Blaine,MN,55434,8.01,174607,,27,270030508112,270030508112027,27003050811,2700306382,,2706382,0016,01,Spring Lake Park,SPRING LAKE PARK,WESTWOOD,PARK TERRACE,0
479,07,4074,010,074074010000,74074010000.0,AFSA High,100 VADNAIS BLVD,VADNAIS HEIGHTS,55127,PUBLIC,CHARTER,HIGH,SCHOOL,7-12,33,624,White Bear Lake,62,123,Ramsey,NO,9/24/2007,270018603139.0,,http://www.afsahighschool.com,SY2018-19,POINT (492449.8689999999 4988081.4981),2045,AFSA HIGH SCHOOL,All Students,Graduate,73.08,52,100 Vadnais Blvd,Vadnais Heights,MN,55127,70.92333333,160596,,27,271230406045,271230406045022,27123040604,2712366460,,2766460,0624,01,White Bear Lake,NORTH & SOUTH,SUNRISE PARK,VADNAIS HEIGHTS,96
480,07,4057,010,074057010000,74057010000.0,El Colegio Charter,4137 BLOOMINGTON AVE,MINNEAPOLIS,55407,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,1,Minneapolis,27,53,Hennepin,NO,9/24/2007,270018103049.0,,http://el-colegio.org,SY2018-19,POINT (480113.8998999996 4974965.177100001),2033,EL COLEGIO CHARTER SCHOOL,All Students,Graduate,58.33,36,4137 Bloomington Ave,Minneapolis,MN,55407-3332,54.59666667,154288,,27,270531101003,270531101003008,27053110100,2705343000,,2743000,0001,03,Minneapolis,ROOSEVELT,SANFORD,NORTHROP,48
481,07,4102,055,074102055000,74102055000.0,MNIC Sabathani Campus,310 38TH STREET E STE 101,MINNEAPOLIS,55409,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,1,Minneapolis,27,53,Hennepin,NO,9/25/2007,270034103572.0,,http://www.mnic.org,SY2018-19,POINT (478552.2030999996 4975704.8675),2105,SABATHANI CAMPUS,All Students,Graduate,5.88,34,2201 Girard Ave North,Minneapolis,MN,55409,1.75,153749,,27,270531094002,270531094002008,27053109400,2705343000,,2743000,0001,03,Minneapolis,WASHBURN,ANWATIN & JUSTICE PAGE,GREEN CENTRAL,65
482,07,4092,010,074092010000,74092010000.0,Watershed High,6541 16TH AVE S,RICHFIELD,55423,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,280,Richfield,27,53,Hennepin,NO,8/2014,270021303274.0,,http://www.watershedhs.org,SY2018-19,POINT (480151.1239 4970129.093900001),2077,WATERSHED HIGH SCHOOL,All Students,Graduate,0.0,15,6541 16th Ave S,Richfield,MN,55423,31.22,151739,,27,270530249012,270530249012006,27053024901,2705354214,,2754214,0280,01,Richfield,RICHFIELD,RICHFIELD,CENTENNIAL,3
483,07,4111,010,074111010000,74111010000.0,Augsburg Fairview Academy,2504 COLUMBUS AVE,MINNEAPOLIS,55404,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,1,Minneapolis,27,53,Hennepin,NO,9/24/2007,270035004097.0,,http://www.afa.tc,SY2018-19,POINT (479170.4747000001 4978197.823000001),2133,AUGSBURG FAIRVIEW ACADEMY,All Students,Graduate,25.0,28,2504 Columbus Ave,Minneapolis,MN,55404,11.63,143464,,27,270531260002,270531260002009,27053126000,2705343000,,2743000,0001,03,Minneapolis,SOUTHWEST,ANWATIN & ANTHONY & JEFFERSON,JEFFERSON,12
484,07,4178,010,074178010000,74178010000.0,Lincoln International,2520 MINNEHAHA AVE,MINNEAPOLIS,55404,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,1,Minneapolis,27,53,Hennepin,NO,8/2014,270029903733.0,,http://www.lincolnihs.org,SY2018-19,POINT (481033.5076000001 4978121.2853),2189,LINCOLN INTERNATIONAL SCHOOL,All Students,Graduate,34.43,61,2520 Minnehaha Ave,Minneapolis,MN,55404,62.87,151482,,27,270531075002,270531075002008,27053107500,2705343000,,2743000,0001,03,Minneapolis,SOUTH,ANNE SULLIVAN & SANFORD,ANNE SULLIVAN,0
485,07,4102,015,074102015000,74102015000.0,MNIC Unity Campus,2507 FREMONT AVE N,MINNEAPOLIS,55411,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,1,Minneapolis,27,53,Hennepin,NO,10/15/2007,270034104165.0,,http://www.mnic.org,SY2018-19,POINT (476665.6442 4983559.9002),2097,UNITY CAMPUS,All Students,Graduate,20.0,55,2507 Fremont Ave N,Minneapolis,MN,55411-1529,3.1,156754,,27,270531021001,270531021001001,27053102100,2705343000,,2743000,0001,03,Minneapolis,HENRY,FRANKLIN & OLSON,NELLIE STONE JOHNSON & CITYVIEW,42
486,07,4102,010,074102010000,74102010000.0,MNIC Rondo Campus,1821 UNIVERSITY AVE W,SAINT PAUL,55104,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,625,St. Paul,62,123,Ramsey,NO,1/31/2008,270034104164.0,,http://www.mnic.org,SY2018-19,POINT (485942.2967999997 4978067.4834),2093,RONDO CAMPUS,All Students,Graduate,23.08,78,1821 University Ave W,Saint Paul,MN,55104,11.45,149328,,27,271230332001,271230332001003,27123033200,2712358000,,2758000,0625,01,Saint Paul,COMO PARK,MURRAY,AREA E,268
487,07,4132,010,074132010000,74132010000.0,Twin Cities Academy,690 BIRMINGHAM,SAINT PAUL,55106,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,625,St. Paul,62,123,Ramsey,NO,9/9/2016,270024603307.0,,http://www.twincitiesacademy.org,SY2018-19,POINT (496966.8657999998 4978772.082599999),2165,TWIN CITIES ACADEMY,All Students,Graduate,87.1,62,690 Birmingham,Saint Paul,MN,55106,79.91333333,162871,,27,271230346021,271230346021002,27123034602,2712358000,,2758000,0625,01,Saint Paul,HARDING,BATTLE CREEK,AREA B,49
487,07,4132,010,074132010000,74132010000.0,Twin Cities Academy,690 BIRMINGHAM,SAINT PAUL,55106,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,625,St. Paul,62,123,Ramsey,NO,9/9/2016,270024603307.0,,http://www.twincitiesacademy.org,SY2018-19,POINT (496966.8657999998 4978772.082599999),2165,TWIN CITIES ACADEMY,All Students,Graduate,87.1,62,690 Birmingham,Saint Paul,MN,55106,79.91333333,162871,,27,271230346021,271230346021002,27123034602,2712358000,,2758000,0625,01,Saint Paul,JOHNSON,HAZEL PARK,AREA A,49
488,07,4036,010,074036010000,74036010000.0,Face To Face Academy,1165 ARCADE ST,SAINT PAUL,55106,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,33,625,St. Paul,62,123,Ramsey,NO,9/24/2007,270015702952.0,,http://www.face2face.org,SY2018-19,POINT (494815.1517000003 4980290.4025),2009,FACE TO FACE ACADEMY,All Students,Graduate,18.18,22,1165 Arcade St,Saint Paul,MN,55106-2615,18.1,144790,,27,271230311002,271230311002003,27123031100,2712358000,,2758000,0625,01,Saint Paul,WASHINGTON TECHNOLOGY,WASHINGTON TECHNOLOGY,AREA C,93
488,07,4036,010,074036010000,74036010000.0,Face To Face Academy,1165 ARCADE ST,SAINT PAUL,55106,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,33,625,St. Paul,62,123,Ramsey,NO,9/24/2007,270015702952.0,,http://www.face2face.org,SY2018-19,POINT (494815.1517000003 4980290.4025),2009,FACE TO FACE ACADEMY,All Students,Graduate,18.18,22,1165 Arcade St,Saint Paul,MN,55106-2615,18.1,144790,,27,271230311002,271230311002003,27123031100,2712358000,,2758000,0625,01,Saint Paul,JOHNSON,HAZEL PARK,AREA A,93
489,07,4015,011,074015011000,74015011000.0,Community Of Peace Academy Sec,471 MAGNOLIA AVE E,SAINT PAUL,55130,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,625,St. Paul,62,123,Ramsey,NO,9/24/2007,270011504163.0,,http://www.cpa.charter.k12.mn.us,SY2018-19,POINT (493644.9611 4980069.7086),1973,COMMUNITY OF PEACE ACADEMY HIGH SCHOOL,All Students,Graduate,86.21,58,471 Magnolia Ave E,Saint Paul,MN,55130-3849,84.75,161639,,27,271230309002,271230309002003,27123030900,2712358000,,2758000,0625,01,Saint Paul,WASHINGTON TECHNOLOGY,WASHINGTON TECHNOLOGY,AREA C,0
490,07,4112,010,074112010000,74112010000.0,St. Paul Conservatory Performing Artists,16 W 5TH STREET,SAINT PAUL,55102,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,625,St. Paul,62,123,Ramsey,NO,9/27/2007,270035104098.0,,http://spcpa.org,SY2018-19,POINT (492337.1484000003 4976862.8583),2137,ST PAUL CONSERVATORY PERFORMING ART,All Students,Graduate,89.86,138,16 W 5th Street,Saint Paul,MN,55102-1403,72.18,160166,,27,271230342011,271230342011040,27123034201,2712358000,,2758000,0625,01,Saint Paul,CENTRAL,RAMSEY,AREA F1,0
492,07,4025,010,074025010000,74025010000.0,Cyber Village Academy,768 HAMLINE AVE S,SAINT PAUL,55116,PUBLIC,CHARTER,ELEM-SEC COMBINED,SCHOOL,KG-12,46,625,St. Paul,62,123,Ramsey,NO,9/6/2010,270013802717.0,,http://www.cva.k12.mn.us,SY2018-19,POINT (487659.1249000002 4973890.3706),1993,CYBER VILLAGE ACADEMY,All Students,Graduate,44.74,38,768 Hamline Ave S,Saint Paul,MN,55116-2224,69.11,158482,,27,271230366002,271230366002017,27123036600,2712358000,,2758000,0625,01,Saint Paul,HIGHLAND PARK,HIGHLAND PARK,AREA F2,0
493,07,4103,010,074103010000,74103010000.0,Hmong College Prep Academy High,1515 BREWSTER ST,SAINT PAUL,55108,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,625,St. Paul,62,123,Ramsey,NO,9/25/2007,270034204092.0,,http://www.hcpak12.org,SY2018-19,POINT (487071.5493000001 4980201.759500001),2109,HMONG COLLEGE PREP ACADEMY HS,All Students,Graduate,85.48,124,1515 Brewster St,Saint Paul,MN,55108,88.82,161226,,27,271230302021,271230302021006,27123030202,2712358000,,2758000,0625,01,Saint Paul,COMO PARK,MURRAY,AREA E,711
494,07,4075,010,074075010000,74075010000.0,Avalon School,700 GLENDALE ST,SAINT PAUL,55114,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,625,St. Paul,62,123,Ramsey,NO,10/9/2008,270018703140.0,,http://www.avalonschool.org,SY2018-19,POINT (484342.9797999999 4978786.879699999),2049,AVALON SCHOOL,All Students,Graduate,66.67,51,700 Glendale St,Saint Paul,MN,55114-1782,69.73,150852,,27,271230332002,271230332002004,27123033200,2712358000,,2758000,0625,01,Saint Paul,COMO PARK,MURRAY,AREA E,0
495,07,4110,010,074110010000,74110010000.0,PIM Arts High School,1320 MAIN ST,HOPKINS,55343,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,270,Hopkins,27,53,Hennepin,NO,9/25/2007,270034904096.0,,http://www.msspahs.org,SY2018-19,POINT (467067.6649000002 4974601.475400001),2129,PIM ARTS HIGH SCHOOL,All Students,Graduate,78.65,89,7255 Flying Cloud Drive,Eden Prairie,MN,55344,71.06,118671,,27,270530233002,270530233002009,27053023300,2705330140,,2730140,0270,01,Hopkins,HOPKINS,WEST JR,GATEWOOD,101
496,07,4121,010,074121010000,74121010000.0,Ubah Medical Academy,1600 MAIN ST,HOPKINS,55343,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,270,Hopkins,27,53,Hennepin,NO,10/9/2007,270036304107.0,,http://www.ubahmedicalacademy.org,SY2018-19,POINT (466794.0240000002 4974600.1801),2149,UBAH MEDICAL ACADEMY CHARTER SCHOOL,All Students,Graduate,93.02,86,1600 Main St,Hopkins,MN,55343-7409,96.3,118671,,27,270530233002,270530233002009,27053023300,2705330140,,2730140,0270,01,Hopkins,HOPKINS,WEST JR,GATEWOOD,101
495,07,4110,010,074110010000,74110010000.0,PIM Arts High School,1320 MAIN ST,HOPKINS,55343,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,270,Hopkins,27,53,Hennepin,NO,9/25/2007,270034904096.0,,http://www.msspahs.org,SY2018-19,POINT (467067.6649000002 4974601.475400001),2129,PIM ARTS HIGH SCHOOL,All Students,Graduate,78.65,89,7255 Flying Cloud Drive,Eden Prairie,MN,55344,71.06,118671,,27,270530233002,270530233002009,27053023300,2705330140,,2730140,0270,01,Hopkins,HOPKINS,WEST JR,GLEN LAKE,101
496,07,4121,010,074121010000,74121010000.0,Ubah Medical Academy,1600 MAIN ST,HOPKINS,55343,PUBLIC,CHARTER,HIGH,SCHOOL,9-12,32,270,Hopkins,27,53,Hennepin,NO,10/9/2007,270036304107.0,,http://www.ubahmedicalacademy.org,SY2018-19,POINT (466794.0240000002 4974600.1801),2149,UBAH MEDICAL ACADEMY CHARTER SCHOOL,All Students,Graduate,93.02,86,1600 Main St,Hopkins,MN,55343-7409,96.3,118671,,27,270530233002,270530233002009,27053023300,2705330140,,2730140,0270,01,Hopkins,HOPKINS,WEST JR,GLEN LAKE,101
497,07,4043,010,074043010000,74043010000.0,Math & Science Academy,8430 WOODBURY CROSSING,WOODBURY,55125,PUBLIC,CHARTER,HIGH,SCHOOL,6-12,33,833,South Washington County,82,163,Washington,NO,9/25/2007,270016703035.0,,http://www.mnmsa.org,SY2018-19,POINT (505160.1085000001 4973311.464),2017,MATH AND SCIENCE ACADEMY,All Students,Graduate,100.0,54,8430 Woodbury Crossing,Woodbury,MN,55125,97.03,163599,,27,271630710153,271630710153022,27163071015,2716371428,,2771428,0833,01,South Washington County,WOODBURY,WOODBURY,ROYAL OAKS,206
498,01,2137,025,012137025000,12137025000.0,Kingsland High,705 N SECTION AVE,SPRING VALLEY,55975,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2137,Kingsland,23,45,Fillmore,NO,09/03/2008,270000701469.0,,http://www.kingsland.k12.mn.us,SY2018-19,POINT (549308.1540000001 4838377.216600001),1677,KINGSLAND JUNIOR/SENIOR HIGH SCHOOL,All Students,Graduate,96.77,31,705 N Section Ave,Spring Valley,MN,55975-1500,88.8,87270,,27,270459603004,270459603004072,27045960300,2704562104,,2762104,2137,01,Kingsland,KINGSLAND,,KINGSLAND,0
499,01,0712,003,010712003000,10712003000.0,Mt. Iron-Buhl High,5529 EMERALD AVE.,MOUNTAIN IRON,55768,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,712,Mountain Iron-Buhl,69,137,St. Louis,NO,4/13/2007,270000101613.0,,http://www.mib.k12.mn.us,SY2018-19,POINT (530478.0007999996 5262878.002),1300,MOUNTAIN IRON-BUHL SECONDARY,All Students,Graduate,93.55,31,5529 Emerald Ave.,Mountain Iron,MN,55768-2068,76.84,238826,,27,271370128003,271370128003004,27137012800,2713744548,,2744548,0712,01,Mountain Iron-Buhl,MOUNTAIN IRON-BUHL,,MERRITT,211
500,01,0885,020,010885020000,10885020000.0,STMA High,5800 JAMISON AVE NE,SAINT MICHAEL,55376,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,885,St. Michael-Albertville,86,171,Wright,NO,5/5/09,273379001535.0,,http://www.stma.k12.mn.us,SY2018-19,POINT (445761.3600000003 5009271.1952),1580,ST. MICHAEL-ALBERTVILLE SENIOR HIGH,All Students,Graduate,95.48,442,5800 Jamison Ave NE,Saint Michael,MN,55376,85.94,130424,,27,271711008012,271711008012001,27171100801,2717157346,,2757346,0885,01,St. Michael-Albertville,STMA HIGH,STMA MIDDLE WEST,ALBERTVILLE & FIELDSTONE,8
502,06,0287,772,060287772000,60287772000.0,NECA North Educ Ctr ALT,5530 ZEALAND AVE N,NEW HOPE,55428,PUBLIC,INTERMEDIATE DIST,PUBLIC ALC,SCHOOL,7-12,41,281,Robbinsdale,27,53,Hennepin,NO,3/18/2014,270002503655.0,,http://www.district287.org,SY2018-19,POINT (469555.9263000004 4989011.9399),704,NORTH EDUCATION CENTER ACADEMY,All Students,Graduate,18.18,44,5530 Zealand Ave N,New Hope,MN,55428,13.72,120645,,27,270530215022,270530215022000,27053021502,2705345628,,2745628,0281,01,Robbinsdale,COOPER,PLYMOUTH,MEADOW LAKE,98
