,/@Count,/@Count/#agg,/@Rows,/tri_facility/ASGN_AGENCY,/tri_facility/ASGN_FEDERAL_IND,/tri_facility/ASGN_PARTIAL_IND,/tri_facility/ASGN_PARTIAL_IND/#agg,/tri_facility/ASGN_PUBLIC_CONTACT,/tri_facility/ASGN_PUBLIC_CONTACT_EMAIL,/tri_facility/ASGN_PUBLIC_PHONE,/tri_facility/ASGN_PUBLIC_PHONE_EXT,/tri_facility/ASGN_PUBLIC_PHONE_EXT/#agg,/tri_facility/BIA_CODE,/tri_facility/CITY_NAME,/tri_facility/COUNTY_NAME,/tri_facility/FAC_CLOSED_IND,/tri_facility/FAC_CLOSED_IND/#agg,/tri_facility/FAC_LATITUDE,/tri_facility/FAC_LATITUDE/#agg,/tri_facility/FAC_LONGITUDE,/tri_facility/FAC_LONGITUDE/#agg,/tri_facility/FACILITY_NAME,/tri_facility/FRS_ID,/tri_facility/MAIL_CITY,/tri_facility/MAIL_COUNTRY,/tri_facility/MAIL_NAME,/tri_facility/MAIL_PROVINCE,/tri_facility/MAIL_STATE_ABBR,/tri_facility/MAIL_STREET_ADDRESS,/tri_facility/MAIL_ZIP_CODE,/tri_facility/PARENT_CO_DB_NUM,/tri_facility/PARENT_CO_NAME,/tri_facility/PREF_ACCURACY,/tri_facility/PREF_ACCURACY/#agg,/tri_facility/PREF_COLLECT_METH,/tri_facility/PREF_DESC_CATEGORY,/tri_facility/PREF_HORIZONTAL_DATUM,/tri_facility/PREF_LATITUDE,/tri_facility/PREF_LATITUDE/#agg,/tri_facility/PREF_LONGITUDE,/tri_facility/PREF_LONGITUDE/#agg,/tri_facility/PREF_QA_CODE,/tri_facility/PREF_QA_CODE/#agg,/tri_facility/PREF_SOURCE_SCALE,/tri_facility/REGION,/tri_facility/REGION/#agg,/tri_facility/STANDARDIZED_PARENT_COMPANY,/tri_facility/STATE_ABBR,/tri_facility/STATE_COUNTY_FIPS_CODE,/tri_facility/STATE_COUNTY_FIPS_CODE/#agg,/tri_facility/STREET_ADDRESS,/tri_facility/TRI_FACILITY_ID,/tri_facility/ZIP_CODE,/tri_facility/ZIP_CODE/#agg
227,1264,,0-100000,,C,0,0,DONN HIRSCHMANN,,9734553353,,,,ROSEVILLE,RAMSEY,0,0,450120,450120,931035,931035,HONEYWELL ELECTRONIC MATERIALS INC,,MORRISTOWN,,DONN HIRSCHMANN HONEYWELL INTL. INC.,,NJ,101 COLUMBIA RD. P.O. BOX 1139 MEYER 4 BUILDING,79621139,,HONEYWELL INTERNATIONAL INC,11000,11000,UN,UN,1,45.022222,45.022222,93.176389,93.176389,1000,1000,U,5,5,,MN,27123,27123,1633 TERRACE DR,55113DVNCC1633T,55113,55113
228,1264,,0-100000,,C,0,0,KATHERINE SYVERSON,KATHERINESYV@LUBETECH.COM,7637750962,,,,ROSEVILLE,RAMSEY,0,0,450115,450115,931110,931110,LUBRICATION TECHNOLOGIES INC,,ROSEVILLE,,LUBRICATION TECHNOLOGIES INC,,MN,2420 W COUNTY RD C,55113,,LUBRICATION TECHNOLOGIES INC,,,,,,,,,,,,,5,5,LUBRICATION TECHNOLOGIES INC,MN,27123,27123,2420 W COUNTY RD C,55113LBRCT2420W,55113,55113
229,1264,,0-100000,,C,0,0,DALE NEILAN,,6516361780,,,,SAINT PAUL,RAMSEY,0,0,450010,450010,931137,931137,TESORO REFINING and MARKETING ROSEVILLE TERMINAL,,SAINT PAUL,,TESORO REFINING and MARKETING ROSEVILLE TERMINAL,,MN,2288 W COUNTY RD C,55113,29759037,TESORO REFINING and MARKETING CO,,,,,,,,,,,,,5,5,,MN,27123,27123,2288 W COUNTY RD C,55113MCLC02288W,55113,55113
230,1264,,0-100000,,C,0,0,BUD DOUTHITT,,2622526145,,,,ROSEVILLE,RAMSEY,0,0,450118,450118,931155,931155,BRENNTAG GREAT LAKES LLC,,ROSEVILLE,,BRENNTAG GREAT LAKES LLC,,MN,2340 ROSE PL,55113,92963644,BRENNTAG INC,,,,,,,,,,,,,5,5,,MN,27123,27123,2340 ROSE PL,55113MLSLV2340R,55113,55113
231,1264,,0-100000,,C,0,0,KERRY BODE,,3037300505,,,,ROSEVILLE,RAMSEY,0,0,450042,450042,931222,931222,UNICIRCUIT ROSEVILLE,,ROSEVILLE,,UNICIRCUIT ROSEVILLE,,MN,2520 TERMINAL RD,55113,98283740,UNICIRCUIT INC,,,,,,,,,,,,,5,5,,MN,27123,27123,2520 TERMINAL RD,55113MLTLY2520T,55113,55113
232,1264,,0-100000,,C,0,0,PAUL WODEK,PWODEK@WM.COM,6023379476,,,,ROSEVILLE,RAMSEY,0,0,450109,450109,930625,930625,WM LAMPTRACKER INC,,ROSEVILLE,,WM LAMPTRACKER INC,,MN,2007 W COUNTY RD C-2,55113,194672085,WASTE MANAGEMENT INC,,,,,,,,,,,,,5,5,,MN,27123,27123,2007 W COUNTY RD C-2,55113MRCRY2007W,55113,55113
233,1264,,0-100000,,C,0,0,THOMAS D. HANNAH,,6126388124,,,,SAINT PAUL,RAMSEY,0,0,450930,450930,931000,931000,ATandT NCR NETWORK PRODUCTS DIV,,SAINT PAUL,,ATandT NCR NETWORK PRODUCTS DIV,,MN,1950 W COUNTY RD B-2,55113-1784,6980080,ATandT CORP,11000,11000,Z1,UN,1,45.0137,45.0137,93.1568,93.1568,0,0,U,5,5,,MN,27123,27123,1950 W COUNTY RD B-2,55113NCRNT1950W,551131784,551131784
234,1264,,0-100000,,C,0,0,JUDY COGNETTA,,6126356563,,,,ROSEVILLE,RAMSEY,0,0,450038,450038,931228,931228,UNISYS CORP,,ROSEVILLE,,UNISYS CORP.,,MN,2470 HIGHCREST RD. MS 4943,55113,5358932,UNISYS CORP,150,150,UN,UN,1,45.010556,45.010556,93.207778,93.207778,1010,1010,U,5,5,,MN,27123,27123,2276 HIGHCREST RD,55113NSYSC2276H,55113,55113
235,1264,,0-100000,,C,0,0,ED BOHL III,,6126360611,,,,ROSEVILLE,RAMSEY,0,0,450100,450100,931200,931200,DIMENSION IMAGING,,ROSEVILLE,,DIMENSION IMAGING,,MN,2269 W COUNTY RD C,55113,5200662,SCHAWK INC,150,150,UN,UN,1,45.016667,45.016667,93.2,93.2,1010,1010,U,5,5,,MN,27123,27123,2269 W COUNTY RD C,55113PLXGR2269W,55113,55113
236,1264,,0-100000,,C,0,0,BRAD MARTIN,,6127832676,,,,SAINT PAUL,RAMSEY,1,1,450117,450117,931044,931044,RAMSEY TECHNOLOGY INC,,SAINT PAUL,,RAMSEY TECHNOLOGY INC,,MN,1853 W COUNTY RD C,55113,8287658,BAKER HUGHES INC,150,150,UN,UN,1,45.021389,45.021389,93.178889,93.178889,1010,1010,U,5,5,,MN,27123,27123,1853 W COUNTY RD C,55113RMSYT1853W,55113,55113
237,1264,,0-100000,,C,0,0,THOMAS R LEACH,,6126312807,,,,ROSEVILLE,RAMSEY,0,0,450042,450042,931133,931133,ARTISTIC FINISHES INC,,ROSEVILLE,,ARTISTIC FINISHES INC,,MN,2224 TERMINAL RD,55113-2515,,,150,150,UN,UN,1,45.011667,45.011667,93.1925,93.1925,1010,1010,U,5,5,,MN,27123,27123,2224 TERMINAL RD,55113RTSTC2224T,551132515,551132515
238,1264,,0-100000,,C,0,0,KARL BLINDERMAN,KARL.BLINDERMAN@AGROPUR.COM,6518556475,,,,MAPLEWOOD,RAMSEY,0,0,450015,450015,930619,930619,AGROPUR INC,,MAPLEWOOD,,AGROPUR INC,,MN,2080 RICE ST,55113,,,,,,,,,,,,,,,5,5,,MN,27123,27123,2080 RICE ST,55113SCHRD2080R,55113,55113
239,1264,,0-100000,,C,0,0,PETER HABIG,PETER.HABIG@EVOQUA.COM,6516381300,,,,ROSEVILLE,RAMSEY,0,0,450101,450101,931211,931211,EVOQUA WATER TECHNOLOGIES LLC,,ROSEVILLE,,EVOQUA WATER TECHNOLOGIES LLC,,MN,2430 ROSE PL,55113,,,,,,,,,,,,,,,5,5,EWT HOLDINGS III CORP,MN,27123,27123,2430 ROSE PL,55113SFLTR2430R,55113,55113
240,1264,,0-100000,,C,0,0,JOHN COMER,,6126361220,,,,SAINT PAUL,RAMSEY,0,0,450024,450024,931152,931152,STONE CONTAINER CORP,,SAINT PAUL,,STONE CONTAINER CORP,,MN,3075 LONG LAKE RD,55113,5213400,STONE CONTAINER CORP,150,150,A1,PG,1,45.032371,45.032371,93.196642,93.196642,1000,1000,J,5,5,,MN,27123,27123,3075 LONG LAKE RD,55113STNCN3075L,55113,55113
241,1264,,0-100000,,C,0,0,BRUCE BERG,BRUCE.BERG@CI.STPAUL.MN.US,6512666840,,,,SAINT PAUL,RAMSEY,0,0,445934,445934,930545,930545,SAINT PAUL REGIONAL WATER SERVICES,,SAINT PAUL,,SAINT PAUL REGIONAL WATER SERVICES,,MN,1900 RICE ST,55113,,,,,,,,,,,,,,,5,5,,MN,27123,27123,1900 RICE ST,55113STPLW1900N,55113,55113
242,1264,,0-100000,,C,0,0,,,,,,,SAINT PAUL,RAMSEY,0,0,450208,450208,931214,931214,WILLAMETTE INDUSTRIES INC,,SAINT PAUL,,WILLAMETTE INDUSTRIES INC,,MN,2425 TERMINAL RD,55113,41265026,WILLAMETTE INDS INC,,,,,,,,,,,,,5,5,,MN,27123,27123,2425 TERMINAL RD,55113WLLMT2425T,55113,55113
243,1264,,0-100000,,C,0,0,STEVE A. SHEDROFF,,5136342365,,,,SAINT PAUL,RAMSEY,0,0,445809,445809,931140,931140,FISHER NUT CO,,SAINT PAUL,,FISHER NUT CO,,MN,2327 WYCLIFF ST,55114,71786107,PROCTER and GAMBLE CO,11000,11000,UN,UN,1,44.969167,44.969167,93.194444,93.194444,1000,1000,U,5,5,,MN,27123,27123,2327 WYCLIFF ST,55114BTRCH2327W,55114,55114
244,1264,,0-100000,,C,0,0,LES KREIFELS,,6126467644,,,,SAINT PAUL,RAMSEY,0,0,444152,444152,930841,930841,DIXIE PETRO-CHEM INC,,SAINT PAUL,,DIXIE PETRO-CHEM INC,,MN,976 BRADFORD,55114,8088247,DIXIE CHEMICAL CO INC,150,150,A1,PG,1,44.969567,44.969567,93.193877,93.193877,1000,1000,J,5,5,,MN,27123,27123,976 BRADFORD,55114DXPTR976BR,55114,55114
245,1264,,0-100000,,C,0,0,JON YOUNG,,7159864407,,,,SAINT PAUL,RAMSEY,1,1,445737,445737,931220,931220,SAMINA SCI,,TURTLE LAKE,,SAMINA SCI,,WI,300 INDUSTRIAL AVE.,54889,,,600,600,UN,UN,1,44.960278,44.960278,93.205556,93.205556,1010,1010,U,5,5,,MN,27123,27123,2516 WABASH AVE,55114HRTZL2516W,55114,55114
246,1264,,0-100000,,C,0,0,KATHERINE SYVERSON,KATHERINESYV@LUBETECH.COM,7634171275,,,,SAINT PAUL,RAMSEY,0,0,,,,,LUBE-TECH and PARTNERS LLC,,SAINT PAUL,,LUBE-TECH and PARTNERS LLC,,MN,858 TRANSFER RD,55114,66525163,LUBRICATION TECHNOLOGIES INC,,,,,,,,,,,,,5,5,LUBRICATION TECHNOLOGIES INC,MN,27123,27123,858 TRANSFER RD,55114LBRCT858TR,55114,55114
247,1264,,0-100000,,C,0,0,LEN CARLSON,,6126437524,,,,SAINT PAUL,RAMSEY,0,0,445746,445746,931137,931137,TETRA PAK EQUIPUS INC,,SAINT PAUL,,TETRA PAK EQUIPUS INC,,MN,2285 UNIVERSITY AVE,55114,82714692,TETRA PAK INC,150,150,UN,UN,1,44.962778,44.962778,93.193611,93.193611,1010,1010,U,5,5,,MN,27123,27123,2285 UNIVERSITY AVE,55114LQPKN2285U,55114,55114
248,1264,,0-100000,,C,0,0,GORDON MIXON,,6516462707,19,19,,SAINT PAUL,RAMSEY,0,0,445813,445813,931129,931129,MIXON INC,,SAINT PAUL,,MIXON INC,,MN,2286 CAPP ROAD,55114,,,150,150,A1,PG,1,44.9702,44.9702,93.1915,93.1915,1000,1000,J,5,5,,MN,27123,27123,2286 CAPP ROAD,55114MXNNC2286C,55114,55114
249,1264,,0-100000,,C,0,0,MARK BONGERS,,9529382228,,,,SAINT PAUL,RAMSEY,0,0,445732,445732,931123,931123,NOR-LAKES SERVICES MIDWEST INC,,HUGO,,NOR-LAKES SERVICES MIDWEST INC,,MN,13615 FENWAY BLVD CT N,55038,,,150,150,UN,UN,1,44.958889,44.958889,93.189722,93.189722,1010,1010,U,5,5,,MN,27123,27123,606 VANDALIA ST,55114NRLKS606VA,55114,55114
250,1264,,0-100000,,C,0,0,JOHN R. BATAGLIA,,6126457721,,,,SAINT PAUL,RAMSEY,0,0,445744,445744,931151,931151,SEWALL GEAR MFG CO,,SAINT PAUL,,SEWALL GEAR MFG CO,,MN,705 RAYMOND AVE,55114,,,150,150,UN,UN,1,44.962222,44.962222,93.1975,93.1975,1010,1010,U,5,5,,MN,27123,27123,705 RAYMOND AVE,55114SWLLG705RA,55114,55114
251,1264,,0-100000,,C,0,0,ROBERT B. CARPENTER,ROBERT.CARPENTER@WESTROCK.COM,6516414881,,,,SAINT PAUL,RAMSEY,0,0,445737,445737,931139,931139,WESTROCK MN CORP,,SAINT PAUL,,WESTROCK MN CORP,,MN,2250 WABASH AVE,55114,3289725,WESTROCK CO,150,150,UN,UN,1,44.960278,44.960278,93.194167,93.194167,1010,1010,U,5,5,WESTROCK CO,MN,27123,27123,2250 WABASH AVE,55114WLDRF2250W,55114,55114
252,1264,,0-100000,,C,0,0,ROBERT THOMAS,RTHOMA18@FORD.COM,6516960627,,,,SAINT PAUL,RAMSEY,1,1,445450,445450,931145,931145,FORD MOTOR CO. TWIN CITIES ASSEMBLY PLANT,,SAINT PAUL,,FORD MOTOR CO. TWIN CITIES ASSEMBLY PLANT,,MN,966 S MISSISSIPPI RIVER BLVD,55116,1344746,FORD MOTOR CO,150,150,UN,UN,1,44.913889,44.913889,93.195833,93.195833,1010,1010,U,5,5,,MN,27123,27123,966 S MISSISSIPPI RIVER BLVD,55116FRDMT966SM,55116,55116
253,1264,,0-100000,,C,0,0,LAWRENCE P. ZACK,,6124811900,,,,SAINT PAUL,RAMSEY,1,1,445505,445505,931148,931148,MULTI-CLEAN INC,,SAINT PAUL,,MULTI-CLEAN INC,,MN,2277 FORD PKWY,55116,5115852,HAKO-MINUTEMAN INC,150,150,UN,UN,1,44.918056,44.918056,93.196667,93.196667,1010,1010,U,5,5,,MN,27123,27123,2277 FORD PKWY,55116MLTCL2277F,55116,55116
254,1264,,0-100000,,C,0,0,TOM LINDQUIST,,6124562210,,,,SAINT PAUL,RAMSEY,1,1,445400,445400,931000,931000,LORAL DEFENSE SYS-EAGAN,,SAINT PAUL,,LORAL DEFENSE SYS.-EAGAN,,MN,"P.O. BOX 64525, (MS-U1P14)",55164-0525,5358932,LORAL CORP,150,150,UN,UN,1,44.9,44.9,93.166667,93.166667,1010,1010,U,5,5,,MN,27123,27123,2751 SHEPARD RD,55116NSYSS2751S,55116,55116
255,1264,,0-100000,,C,0,0,NEIL WHITCOMB,,6516907200,,,,SAINT PAUL,RAMSEY,0,0,445426,445426,930904,930904,QUEBECOR PRINTING ST PAUL,,SAINT PAUL,,QUEBECOR PRINTING ST PAUL,,MN,1999 SHEPARD RD,55116,,,150,150,UN,UN,1,44.907222,44.907222,93.151111,93.151111,1010,1010,U,5,5,,MN,27123,27123,1999 SHEPARD RD,55116QBCRP1999S,55116,55116
256,1264,,0-100000,,C,0,0,KELLY KREISER,,6129410750,,,,SAINT PAUL,RAMSEY,0,0,445822,445822,930721,930721,CONTAINER CORP OF AMERICA,,SAINT PAUL,,CONTAINER CORP OF AMERICA,,MN,1050 N KENT ST,55117,1338854,CONTAINER CORP OF AMERICA,150,150,UN,UN,1,44.972778,44.972778,93.1225,93.1225,1010,1010,U,5,5,,MN,27123,27123,1050 N KENT ST,55117CNTNR1050N,55117,55117
257,1264,,0-100000,,C,0,0,DONALD SCHWAB,D.SCHWAB@SPLASHWASH.COM,6518956317,,,,SAINT PAUL,RAMSEY,0,0,445845,445845,930553,930553,SPLASH PRODUCTS,,SAINT PAUL,,SPLASH PRODUCTS,,MN,51 E MARYLAND AVE,55117,6213391,ELLIOTT AUTO SUPPLY CO INC,11000,11000,UN,UN,1,44.979167,44.979167,93.098056,93.098056,1000,1000,U,5,5,ELLIOTT AUTO SUPPLY CO INC,MN,27123,27123,51 E MARYLAND AVE,55117FXPCK51EAS,55117,55117
258,1264,,0-100000,,C,0,0,DANIEL SHIELY,,6514886621,,,,SAINT PAUL,RAMSEY,1,1,445830,445830,930740,930740,ELECTRO-PLATING ENG INC,,SAINT PAUL,,ELECTRO-PLATING ENG INC,,MN,45 W IVY,55117-7249,,,150,150,UN,UN,1,44.975,44.975,93.127778,93.127778,1010,1010,U,5,5,,MN,27123,27123,45 W IVY,55117LCTRP45WES,551177249,551177249
259,1264,,0-100000,,C,0,0,TOM SEIFERT,,6125522555,,,,WEST SAINT PAUL,DAKOTA,0,0,445323,445323,930403,930403,MULTI-ARC SCIENTIFIC COATINGS INC,,WEST SAINT PAUL,,MULTI-ARC SCIENTIFIC COATINGS INC,,MN,1990 CHRISTENSEN AVE,55118,196884613,ANDAL CORP,150,150,UN,UN,1,44.889722,44.889722,93.0675,93.0675,1010,1010,U,5,5,,MN,27037,27037,1990 CHRISTENSEN AVE,55118MLTRC1990C,55118,55118
260,1264,,0-100000,,C,0,0,,,,,,,SAINT PAUL,DAKOTA,0,0,445324,445324,930415,930415,FLINT INK NA CORP,,SAINT PAUL,,FLINT INK NA CORP,,MN,245 E MARIE,55118-8409,5355854,FLINT INK CORP,150,150,UN,UN,1,44.895833,44.895833,93.093611,93.093611,1010,1010,U,5,5,,MN,27037,27037,245 E MARIE,55118SNCLR245EM,551188409,551188409
261,1264,,0-100000,,C,0,0,JANIS R. FLIPP,,6124551611,,,,WEST SAINT PAUL,DAKOTA,0,0,445330,445330,930430,930430,TAPEMARK CO,,WEST SAINT PAUL,,TAPEMARK CO,,MN,220 E MARIE AVE,55118,,,150,150,UN,UN,1,44.891667,44.891667,93.075,93.075,1010,1010,U,5,5,,MN,27037,27037,220 E MARIE AVE,55118TPMRK220EM,55118,55118
262,1264,,0-100000,,C,0,0,RICHARD ERSTAD,RICHARD.ERSTAD@HAWKINSINC.COM,6126178582,,,,SAINT PAUL,RAMSEY,0,0,445355,445355,930101,930101,HAWKINS WATER TREATMENT GROUP - RED ROCK,,SAINT PAUL,,HAWKINS WATER TREATMENT GROUP - RED ROCK,,MN,1425 RED ROCK RD,55119,41199639,HAWKINS INC,,,,,,,,,,,,,5,5,HAWKINS INC,MN,27123,27123,1425 RED ROCK RD,55119HWKNS1425R,55119,55119
263,1264,,0-100000,,C,0,0,MCONNOLLY@TUBECTYIMS.COM,MCONNOLLY@TUBECITYIMS.COM,2159565618,,,,SAINT PAUL,RAMSEY,0,0,,,,,TUBE CITY IMS,,HORSHAM,,TUBE CITY IMS,,PA,1155 BUSINESS CENTER DR,19044,64352529,TUBE CITY IMS,,,,,,,,,,,,,5,5,,MN,27123,27123,1678 RED ROCK RD,55119MSDVT1678R,55119,55119
264,1264,,0-100000,,C,1,1,ROGERIO TURATTI,ROGERIO.TURATTI@GERDAU.COM,6517315657,,,,SAINT PAUL,RAMSEY,0,0,445300,445300,930030,930030,GERDAU AMERISTEEL ST PAUL MILL,,SAINT PAUL,,GERDAU AMERISTEEL ST PAUL MILL,,MN,1678 RED ROCK RD,55119,4093456,GERDAU USA INC,150,150,UN,,1,44.883333,44.883333,93.008333,93.008333,1010,1010,U,5,5,GERDAU USA INC,MN,27123,27123,1678 RED ROCK RD,55119NRTHS1678R,55119,55119
265,1264,,0-100000,,C,0,0,JEREMY ETZLER,JEREMY.ETZLER@PENTAIR.COM,6517666387,,,,NEW BRIGHTON,RAMSEY,0,0,,,,,PENTAIR INC,,NEW BRIGHTON,,PENTAIR INC,,MN,375 5TH AVENUE NORTHWEST,55112,,PENTAIR INC,,,,,,,,,,,,,5,5,PENTAIR INC,MN,27123,27123,375 5TH AVENUE NORTHWEST,5511WPNTRN3755T,55112,55112
266,1264,,0-100000,,C,0,0,BRYCE MENK,BRYCE.MENK@SENSATA.COM,6516537000,,,,SAINT PAUL,RAMSEY,1,1,0,0,0,0,SENSATA TECHNOLOGIES,,SAINT PAUL,,SENSATA TECHNOLOGIES,,MN,4467 WHITE BEAR PKWY,55110,610099744,SENSATA TECHNOLOGIES INC,,,,,,,,,,,,,5,5,,MN,27123,27123,4467 WHITE BEAR PKWY,5511WSNSTT4467W,55110,55110
267,1264,,0-100000,,C,0,0,JOHN MCMURTRY,JOHN.MCMURTRY@ABBOTT.COM,6517564757,,,,SAINT PAUL,RAMSEY,0,0,,,,,ABBOTT,,SAINT PAUL,,ABBOTT,,MN,177 EAST COUNTY ROAD B,55117,1307602,ABBOTT LABORATORIES,,,,,,,,,,,,,5,5,ST JUDE MEDICAL INC,MN,27123,27123,177 EAST COUNTY ROAD B,5511WSTJDM177EA,55117,55117
268,1264,,0-100000,,C,0,0,PATRICK BERGIN,PBERGIN@CEMSTONE.COM,6516864221,,,,SAINT PAUL,RAMSEY,0,0,0,0,0,0,TCC - ST PAUL,,MENDOTA HEIGHTS,,TCC - ST PAUL,,MN,"2025 CENTRE POINTE BLVD, SUITE 300",55120,,TCC MATERIALS,,,,,,,,,,,,,5,5,TCC MATERIALS,MN,27123,27123,1351 TROUT BROOK CIR,5511WTCCST1351T,55117,55117
269,1264,,0-100000,,C,0,0,WILLIAM R. TAYLOR,,4023592201,,,,MENDOTA HEIGHTS,DAKOTA,0,0,445224,445224,931004,931004,APPLIED COATING TECHNOLGY INC PLANT 2,,MENDOTA HEIGHTS,,APPLIED COATING TECHNOLGY INC PLANT 2,,MN,2411 PILOT KNOB RD,55120,7267214,VALMONT INDUSTRIES INC,150,150,UN,UN,1,44.873333,44.873333,93.167778,93.167778,1010,1010,U,5,5,,MN,27037,27037,2411 PILOT KNOB RD,55120FTMRK2411P,55120,55120
270,1264,,0-100000,,C,0,0,RICK BODEKER,RICK@RLBODEKER.COM,9525426391,,,,EAGAN,DAKOTA,0,0,444959,444959,930749,930749,BO-DECOR METAL FINISHING INC,,EAGAN,,BO-DECOR METAL FINISHING INC,,MN,3330 MIKE COLLINS DR,55121,,,,,,,,,,,,,,,5,5,,MN,27037,27037,3350 MIKE COLLINS DR,55121BDCRM3350M,55121,55121
271,1264,,0-100000,,C,0,0,KELLY DORHOLT,,6129382228,,,,EAGAN,DAKOTA,0,0,445045,445045,930725,930725,BROWN MINNEAPOLIS TANK,,EAGAN,,BROWN MINNEAPOLIS TANK,,MN,2875 HWY 55,55121,46716007,ASTROTECH INTERNATIONAL CORP,150,150,UN,UN,1,44.845833,44.845833,93.123611,93.123611,1010,1010,U,5,5,,MN,27037,27037,2875 HWY 55,55121BRWNM2875H,55121,55121
272,1264,,0-100000,,C,0,0,WILLIAM PHILLIPS,,6512932832,,,,EAGAN,DAKOTA,0,0,445121,445121,930648,930648,ECOLAB ENGINEERING CENTER,,EAGAN,,ECOLAB ENGINEERING CENTER,,MN,940 LONE OAK RD,55121,6154611,ECOLAB INC,11000,11000,UN,UN,1,44.855833,44.855833,93.113333,93.113333,1000,1000,U,5,5,,MN,27037,27037,940 LONE OAK RD,55121CLBNG940LO,55121,55121
273,1264,,0-100000,,C,0,0,MIKE ANTRY,,2156985308,,,,SAINT PAUL,DAKOTA,1,1,931000,931000,445500,445500,CROWN BEVERAGE PACKAGING INC,,SAINT PAUL,,CROWN BEVERAGE PACKAGING INC,,MN,1205 EAGAN INDL RD,55121,2282341,CROWN CORK and SEAL CO INC,150,150,A1,PG,1,44.856371,44.856371,93.15785,93.15785,1000,1000,J,5,5,,MN,27037,27037,1205 EAGAN INDL RD,55121CNTNN1205E,55121,55121
274,1264,,0-100000,,C,0,0,STEVE CONWAY,,6126837133,,,,EAGAN,DAKOTA,0,0,445102,445102,930659,930659,CRAY RESEARCH INC,,CHIPPEWA FALLS,,CRAY RESEARCH INC,,WI,850 INDL BLVD CHIPPEWA FALLS,54729,59035543,CRAY RESEARCH INC,11000,11000,UN,UN,1,44.850556,44.850556,93.116389,93.116389,1000,1000,U,5,5,,MN,27037,27037,655E LONE OAK DR,55121CRYRSCRAYR,55121,55121
275,1264,,0-100000,,C,0,0,ANGELA FOGARTY,ANGELA.FOGARTY@GOPHERRESOURCE.COM,8137445006,,,,EAGAN,DAKOTA,0,0,445003,445003,930707,930707,GOPHER RESOURCE LLC,,EAGAN,,GOPHER RESOURCE LLC,,MN,685 YANKEE DOODLE RD,55121,,,500,500,I1,UN,1,44.8131,44.8131,93.0996,93.0996,1000,1000,J,5,5,GOPHER RESOURCE LLC,MN,27037,27037,685 YANKEE DOODLE RD,55121GPHRS3385S,55121,55121
276,1264,,0-100000,,C,0,0,US COMPLIANCE CORPORATION,,9522523000,,,,EAGAN,DAKOTA,0,0,445053,445053,930812,930812,HILEX CORP (DBA KIK MINNESOTA INC),,EAGAN,,HILEX CORP (DBA KIK MINNESOTA INC),,MN,990 APOLLO RD,55121,,KIK CUSTOM PRODUCTS,99999,99999,UN,UN,U,44.848056,44.848056,93.136667,93.136667,0,0,U,5,5,,MN,27037,27037,990 APOLLO RD,55121HLXCR990AP,55121,55121
277,1264,,0-100000,,C,0,0,MR. JAMES WISNOSKI,,6124544300,,,,EAGAN,DAKOTA,0,0,405045,405045,931115,931115,LULL INDUSTRIES,,EAGAN,,LULL INDUSTRIES,,MN,3045 HWY 13,55121-1699,,,99999,99999,UN,UN,U,40.845833,40.845833,93.1875,93.1875,0,0,U,5,5,,MN,27037,27037,3045 HWY 13,55121LLLND3045H,551211699,551211699
278,1264,,0-100000,,C,0,0,JOHN DOWNS,,7709893775,,,,EAGAN,DAKOTA,0,0,445100,445100,930909,930909,MIDWEST COCA-COLA BOTTLING CO,,ATLANTA,,COCA-COLA ENTERPRISES INC,,GA,2500 WINDY RIDGE PKWY,30339,118267624,COCA-COLA ENTERPRISES INC,150,150,UN,UN,1,44.85,44.85,93.1525,93.1525,1010,1010,U,5,5,,MN,27037,27037,2750 EAGANDALE BLVD,55121MDWST2750E,55121,55121
279,1264,,0-100000,,C,0,0,NORM STROHFUS,,6124545460,,,,SAINT PAUL,DAKOTA,0,0,445100,445100,930909,930909,MIDWEST COCA-COLA BOTTLING CO,,SAINT PAUL,,MIDWEST COCA-COLA BOTTLING CO,,MN,2772 EAGANDALE BLVD,55121,,JOHNSTON COCA-COLA BOTTLING GROUP,150,150,UN,UN,1,44.85,44.85,93.1525,93.1525,1010,1010,U,5,5,,MN,27037,27037,2772 EAGANDALE BLVD,55121MDWST2772E,55121,55121
280,1264,,0-100000,,C,0,0,THERESA J. BAUER,TBAUER@MPC-E.COM,6516817382,,,,EAGAN,DAKOTA,0,0,445117,445117,930856,930856,MATERIALS PROCESSING CORP,,EAGAN,,MATERIALS PROCESSING CORP,,MN,2805 W SERVICES RD,55121,,,99999,99999,UN,UN,U,44.854722,44.854722,93.148889,93.148889,0,0,U,5,5,,MN,27037,27037,2805 W SERVICES RD,55121MTRLS2805W,55121,55121
281,1264,,0-100000,,C,0,0,JEAN KRUEGER,,6126872208,,,,EAGAN,DAKOTA,0,0,445026,445026,931002,931002,UNISYS CORP SEMICONDUCTOR OPERATIONS,,EAGAN,,UNISYS CORP SEMICONDUCTOR OPERATIONS,,MN,1500 TOWER VIEW RD,55121,5358932,UNISYS CORP,150,150,UN,UN,1,44.840556,44.840556,93.167222,93.167222,1010,1010,U,5,5,,MN,27037,27037,1500 TOWER VIEW RD,55121NSYSC1500T,55121,55121
